id,location,text,favorites,retweets,quotes,replies
1220737756525219840,"Minnesota, USA",CDC confirms second US case of coronavirus and is monitoring 63 other possible infections. Now is not a good time to think about how Trump has cut CDC funding.  https://t.co/66NyRZNL5w,313,253,9,24
