location,date,likes,retweets,text
"Las Vegas, NV",2020-07-06,430152,81683,"my brother just passed away because of Covid-19. please, please, please wear your masks."
"San Clemente, CA",2020-07-28,0,0,Follow Joe @JoeBiden https://t.co/4OFAXN7ppB
"New York, NY",2020-07-02,0,0,@ProjectLincoln https://t.co/oRPVcW0hbH
"Cincinnati, OH",2020-07-08,0,0,An upscale Milford restaurant is temporarily closing its doors after an employee tested positive for the coronavirus.​ https://t.co/whxWYxERFL
"Fort Benning, GA",2020-07-09,5,1,Congratulations to LTC Diego Becerra on his recent promotion to Lieutenant Colonel. LTC Becerra was prmoted during a private ceremony due to #COVID19 safety protocol .LTC Becerra works as the Director for the Command and General Staff Officer Course here at WHINSEC #SiempreListos https://t.co/9NLZDxY7Pd
"New Orleans, LA",2020-07-29,4,6,"In the midst of Covid, we must still not forget that..... 

The falcons blew a 28-3 lead 😂"
"Pittsburgh, PA",2020-07-26,2,5,@thebr0keb0i @realDonaldTrump https://t.co/iFJRMiRXNd
"Chattanooga, TN",2020-07-05,0,0,Yes and yes https://t.co/LDlp8Nn3XG
"Wilmington, NC",2020-07-07,81784,17692,I live in Florida. I am a senior citizen. I want to thank President Trump and Governor DeSantis for not caring whether I live or die.  But if I am alive in November I will crawl naked over broken glass smeared with covid virus in order to vote against Trump and every (R) I see. https://t.co/K6Ywa2afKs
"Griffin, GA",2020-07-31,37320,6163,"Herman Cain — a great man, an American success story, an eternal optimist, even when he was diagnosed with Stage 4 Colon cancer and later Covid-19.  RIP, my friend."
"Florida, USA",2020-07-06,188998,29649,COVID-19 has literally hit home. I have had NO symptoms and have tested positive.
"Pasadena, TX",2020-07-16,1624,573,class of 2021 really started high school with hurricane harvey in freshman year n is ending with their senior year in a pandemic
"Columbus, Indiana",2020-07-26,91325,28019,This son of a Goldman Sachs banker — literally born sliding into home plate — is calling you lazy. https://t.co/spOFLwFcmS
"Philadelphia, PA",2020-07-13,322,28,"@realDonaldTrump 135,000 deaths in, Trump staged a mask wearing stunt for no other reason than to allow #Trump to wear a mask without looking like he’s given into pressure! He used Walter Reed and the Generals behind him as a prop!"
"Eatonton, GA",2020-07-05,5343,1080,"Dunno where to start but hey:
- Black Lives Matter. That fight is not over.
- Don't be an arse to trans people. They just want to exist.
- It was a bad idea to open pubs in the UK yesterday. Drunk people bad at social distancing?? WHO KNEW?? Oh everyone.
- Please wear a mask."
"South Dakota, USA",2020-07-03,0,1,Umbrella INSTEAD of Masks and absolutely no social distancing 😷 https://t.co/VAQQSy8ymp
"Philadelphia, PA",2020-07-08,0,0,"@perlmutations Also, if you wear a mask, you don’t have to trim your nose hairs, which I hattttteeeee doing"
"Barnegat, NJ",2020-07-04,271432,104279,"Hey, so, I got #Covid19 in March. I’ve been sick for over 3 months w/ severe respiratory, cardiovascular &amp; neurological symptoms. I still have a fever. I’ve been incapacitated for nearly a season of my life. It's not enough to not die. You don’t want to live thru this, either. 1/"
"New Orleans, LA",2020-07-08,437,71,"I mean... at this point, if you disagree, you need serious help. https://t.co/hJvKDh4Ib2"
"Merritt Island, FL",2020-07-28,1,0,"@va_shiva Yes!
Focus on your IMMUNE system.
https://t.co/5jOQiZExj2"
"Ohio, USA",2020-07-30,26,14,"Care Net, one of the country’s largest networks of “crisis pregnancy centers,” plans to hold its annual conference six weeks from now in Florida, which broke its record for single-day COVID-19 deaths this week https://t.co/IQ807CBJAT"
"Washington, DC",2020-07-28,354,173,"The #FBI and @CISAgov have observed PRC-affiliated actors attempting to obtain public health research related to #COVID19 treatments. The potential theft of this information jeopardizes the delivery of secure, effective, and efficient treatment options. https://t.co/keaP2i3CaT https://t.co/4stBGKVaEm"
"Michigan, USA",2020-07-01,0,0,@mitchellvii Then stay the hell home
"Florida, USA",2020-07-09,59085,21663,"WEAR A MASK.
 https://t.co/oWXu52JLmH"
"North Canton, OH",2020-07-09,1,0,"@fighterguy2424 @Reflog_18 I've seen that and also they aren't playing out of state? Confused, but after a couple more teas I might be able to solve all the NCAA football issues for 2020 Covid Season."
"Washington, DC",2020-07-17,4,0,"Just in from @CNN: ""U.S. sees highest single day of new COVID-19 cases, with 75,469 cases reported Thursday.""

Dr. Fauci was right. That 100,000 number is not far off, and we're still clearing a testing backlog."
"New York, NY",2020-07-23,630,365,"California to obtain more masks, gear as it becomes state with most COVID-19 cases https://t.co/qq8l5Fwx8t"
"Dania Beach, FL",2020-07-28,2,2,#RehabIsVitalForRecovery #PT4USA Add PT to #S3599 #HR6788 @JohnCornyn @SenatorDurbin @RandPaul @SenGaryPeters @senatemajldr @SenatorCollins @sendavidperdue @SenToddYoung @ChrisCoons @SenatorLeahy @SenJoniErnst @gsiskind @APTAtweets @SenAngusKing @SenTomCotton @RepVanTaylor https://t.co/JPOTEp8bzp
"Minnesota, USA",2020-07-27,4,0,"@LewisForMN America has become a spoiled, self-centered county that can’t even wear a f’ing mask to put an end to this virus.  We are an embarrassment."
"Boulder, CO",2020-07-16,25,4,"Detected cases of the novel coronavirus in Ventura County climbed to 4,884 Wednesday, with 56 people who have succumbed to the illness. Another 2,573 people have fully recovered
https://t.co/D0qxWKf2W3"
"Ohio, USA",2020-07-10,53823,9341,"Well, the cancellation of Trump’s New Hampshire rally means he can stay laser-focused on his tireless work to address Covid and the economic crisis, and by “tireless work” I mean golfing."
"Illinois, USA",2020-07-14,306265,84870,Meredith Grey &amp; Cristina Yang would already have a COVID-19 vaccine
"Tennessee, USA",2020-07-23,2594,457,He’s just more important than we are. https://t.co/ksSkmzFZ62
"Scottsdale, AZ",2020-07-26,452,372,Trump is the death President. From not taking direct action on bounties on American soldiers to the lack of leadership on the Covid-19 pandemic. He is killing us and allowing us to be killed. Remember that when you vote this year. RT #deathpresident https://t.co/F6PLJJeGxl
"New York, NY",2020-07-03,446,329,Retweet if you agree Trumps disdain for testing and wearing a mask is the reason America has had the worst coronavirus response in the world.  https://t.co/akUlNlMJZn
"Columbia, MO",2020-07-04,0,1,"It is the #FourthofJuly2020 and the #USA will act like we are the shit while selfishly gathering in ill advised groups to celebrate with meat and explosives. Well, I am here to remind you that #AllCountriesMatter and there is still a pandemic. Enjoy your Covid dogs"
"Philadelphia, PA",2020-07-09,4,4,"Check out Christopher Yoo on @HudsonInstitute video event,""Insights From the Pandemic for Net Neutrality &amp; Bridging the Digital Divide"" as he explores the impact #coronavirus quarantine will have on #NetNeutrality &amp; strategies for bridging #digitaldivide 
https://t.co/YJ7uWyLs62 https://t.co/WFEfbEf2J6"
"Antioch, CA",2020-07-23,11,14,NEW: Trump Is Helping Companies Use #COVIDー19 to Strip Workers' Rights. READ: https://t.co/9CXCinHxzf #SmartDissent #WorkersFirst #UnionStrong #GOPCorruptionOverCountry #TrumpFailsAmerica https://t.co/8Bkl6eFWsm
"Michigan, USA",2020-07-12,0,0,New York Times: Internal CDC documents warn full reopening of schools is 'highest risk' for coronavirus spread https://t.co/pNj7ZtCP2C
"Lansdowne, PA",2020-07-25,21676,6025,Herman Cain's been hospitalized with post Trump rally Covid for 25 days now.
"Twin Falls, Idaho",2020-07-22,3111,1500,"This is a lie. They’re combining deaths from previous days. Yet, Drudge highlights it and the rest of the leftwing media push it.
https://t.co/I9pCpPEsz3"
"Maine, USA",2020-07-27,49523,11052,If you go on a golf vacation during the height of a deadly pandemic while two hurricanes are hitting the country then you sure as hell shouldn't be president.
"SiliconDelta, USA",2020-07-06,1,0,The Station: The startups edition – TechCrunch #COVID19 #ControlPanel https://t.co/R0zXjWeYvi https://t.co/JWZnLJLxOr
"Texas, USA",2020-07-17,0,0,I'd make her test untill her shift ended 😂😂😂 https://t.co/JqbAkol6FF
"Texas, USA",2020-07-07,0,0,"@SenTedCruz Get this info to the President please asap. Save lives. Ger the economy https://t.co/IzIm7lf4Ud ASAP
https://t.co/THBn1Dk9XM Bartlett, cure for Covid 19. inhaled steroid with a nebulizer...watch. cured 100% of his patients since March."
"Slater, Missouri",2020-07-18,18261,4385,"According to Chris Wallace, the CDC now says if everyone wears masks for 4-6 weeks we can get the virus under control... most of America literally stayed home and didnt interact for LONGER and that didnt work... so they can fuck right off."
"NJ, USA",2020-07-15,15003,3326,"Trump’s latest Rose Garden rant illustrated why his daily coronavirus press conferences ultimately backfired and damaged him politically. Unhinged and borderline delusional isn’t a good look, especially while a deadly pandemic is ravaging the country."
"Michigan, USA",2020-07-13,26157,7961,"What we NEVER heard Fauci say: “The protests must stop. This is not about the issues raised by the protesters. This is about public health. So disband the large gatherings, go home and stay home.” Had Fauci said that, he would have retained his credibility. Now he has none"
"Myrtle Beach, SC",2020-07-17,2,0,"We’re doing a pick up order right now. 

Family of six gets out of their car; four kids immediately put theirs on; mom needs a few feet; dad carries his in his hand, walking by several others in the process, puts it on after entering restaurant.

He’s gonna out-stubborn Covid. https://t.co/lklX3SFKmr"
"Washington, DC",2020-07-29,0,0,Professor on CNN Warns MLB Outbreak is Tip of the Iceberg if Schools Reopen: ‘We’re About to Have a Disaster on Top of a Disaster’..#USA..#Covid19  https://t.co/VELtlbjOAS
"Chicago, IL",2020-07-30,115023,28196,We can’t prevent millionaire athletes from getting COVID. Imaging sticking 30 kindergarteners in a classroom in a few weeks.
"Dallas, TX",2020-07-28,60936,26393,"Just in case you forgot:

1. Black lives matter
2. Wear a mask
3. Jesus was black
4. Drink some water
5. It’s ok to say “no.”"
"Phoenix, AZ",2020-07-18,23048,3896,"In CA, science will determine when a school can be physically open--and when it must close. But learning must be non-negotiable.

Schools must provide meaningful learning during #COVID19. And we must do everything we can to keep our teachers, staff &amp; students safe. That means:"
"Pennsylvania, USA",2020-07-01,1,0,@momof3inpa @peprmntpat55 @GovernorTomWolf This law was created because of an outbreak of gonorrhea...
"Long Beach, CA",2020-07-23,200,157,"It can be difficult to cope with fear &amp; anxiety, changing daily routines, &amp; a general sense of uncertainty about #COVID19. Although people respond to stressful situations in different ways, taking these steps can help you manage stress. Visit @CDCgov: https://t.co/MbAeLYLhHf. https://t.co/RVsj50pGFa"
"Minneapolis, MN",2020-07-10,520,155,"My little state and my amazing governor @GovRaimondo show that it's possible - with good leadership - to turn the tide on #covid19: as she says, just ""Do the damn job.""

Ps, you've got to read on for the story of the *empty truck* of PPE. 
https://t.co/94EPaPRgQC"
"Morristown, NJ",2020-07-26,34933,7840,a hurricane is on a collision course with a pandemic hot spot and our disinterested president is golfing. just another Saturday in hell
"New York, USA",2020-07-27,38108,11982,Why do we even bother to wear masks when these slobbering nincompoops are spreading COVID like jam on toast?  https://t.co/sUAoTnlJkj
"Minnesota, USA",2020-07-09,97,73,"Trump makes reopening schools his new partisan cause — We've seen this before. CDC developed guidelines for reopening businesses. Trump didn’t like them, too cautious ... So the CDC scaled them back. Businesses reopened. Coronavirus cases spiked https://t.co/RjCBKL96Va"
"New York, USA",2020-07-02,79,32,Replication-competent VSV for studying SARS-CoV-2 spike-mediated cell entry &amp; its inhibition: @ChandranLab @Jangra_RohitK @EugeDieterle @HaslwanterD &amp; Herbert generate infectious rVSV encoding #SARSCoV2 Spike suitable for screening &amp; mechanistic studies https://t.co/FbNVRmkWkr https://t.co/7UyRFhlmnZ
"San Diego, CA",2020-07-01,252085,87472,"I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Second of all, the cases for COVID are only growing. STAY HOME !!!"
"Malvern, PA",2020-07-12,1470,513,Foreign policy will look drastically different if Joe Biden defeats Trump in November — starting with a Day One announcement that the U.S. is re-entering the Paris Agreement and new global coordination of the coronavirus response. https://t.co/EBWTuX5Jo5
"Chicago, IL",2020-07-03,3172,1135,"-The US set a record of over 53,000 new #COVIDー19 cases today. The virus is surging in many states.

-There is strong evidence that Russia paid bounties to militants to kill US troops.

-Institutional racism persists.

But the below is what @realDonaldTrump is focused on. https://t.co/PGj8Qi4sI5"
"California, USA",2020-07-24,18419,5924,".@realDonaldTrump,

Read today your son Barron's school will NOT be opening because of fears of the #Coronavirus.

If your son's school isn't buying into your ""go back"" bullshit, no school in the country should.  

Everyone should #KeepTheirChildHome

Fuck you.

Signed,

America"
"Akron, OH",2020-07-06,4883,546,"@realDonaldTrump fact check:
- you've built 3 miles of NEW wall
- you've improved 197 miles of existing wall
- at that rate it will take 30 years to complete the entire 2,000 miles of border
- and no one cares
- the country has moved on
- focus on the pandemic, bro
- be a leader, not a racist"
"Las Vegas, NV",2020-07-12,0,0,More people are wearing masks. Yet COVID-19 continues to spread.  https://t.co/4k60ZDc6a7
"Overland Park, KS",2020-07-05,0,0,Need more places to do this #COVID19 https://t.co/SGJGj13PhD
"Arkansas, USA",2020-07-21,2204,1203,"So is the plan for Ds to roll over and concede like they always do after suspicious election losses? I hope not. Ds and the media shld put A LOT more energy into election transparency. Without it, we have no defense against false claims of victory OR false claims of rigging. https://t.co/IEt63t2SfW"
"Seattle, WA",2020-07-23,131,140,"Workers at The Container Store got furloughed when the pandemic hit. When the lucky ones got called back, there was a catch: they would have to sign arbitration agreements. Just the latest example of the leverage workers are losing in a crap economy: https://t.co/pwmJ29829U"
"Washington, DC",2020-07-27,61635,24950,"The hard truth is this pandemic didn’t have to be this bad. Ron Klain, former White House Ebola Response Coordinator, breaks down what a Biden administration would have done differently and what we would do now to get this virus under control: https://t.co/cw8mBOfujj"
"Los Angeles, CA",2020-07-19,24605,5726,"The House voted to send a 2nd stimulus check *2 mos ago* &amp; Senate Republicans haven’t even discussed it.

For a party that pretends to care abt hard work, they are the laziest leaders in COVID.

Even House GOP work harder, &amp; they don’t even read bills.

GET TO WORK @senatemajldr https://t.co/xf3Q5vq7KN"
"San Diego, CA",2020-07-29,0,0,I went to a hookah lounge in San Diego called Area 51 and it only opened after 2am.. I’m immune to COVID.
"Harrisburg, PA",2020-07-13,0,0,"Just In: Local group gives out food for frontline workers during pandemic, raises money for Central PA Humane Society - WTAJ - https://t.co/p4kaxpiYyv

#CentralPA #PA #Pennsylvania

Read More Here:
https://t.co/XbKvyO9iww"
"West Coast, US",2020-07-02,27626,6788,Random sad 2020 thought: more people have died of covid-19 than decided the 2016 election
"Huron, SD",2020-07-26,21809,5887,Thank you all for making my @usatodayopinion column about @NYGovCuomo's deadly nursing home policy one of the top read of the week. (#3) I won't stop. https://t.co/euuKg6oPUJ
"Texas, USA",2020-07-28,801,337,I don’t get why Bill Gates who isn’t a physician can freely express his opinion on Covid19 and Dr. Stella Emmanuel a certified medical doctor cannot.
"Robstown, TX",2020-07-12,120276,40865,"I saw a teacher friend of mine post ""I wonder how social distancing will work when we run school shooter drills in the classroom this Fall.""

Everything. About. This. Sentence. Is. Wrong. 

Ask yourself how we got here?"
"State College, PA",2020-07-06,78,65,"3. Please call the Emergency Operations Centre on 08095394000 | 08095863000 | 08078288999 | 08078288800, if you have any COVID-19 symptoms: cough, fever, tiredness, body ache, loss of smell/taste and shortness of breath."
"Atlanta, GA",2020-07-21,12969,2643,"Let me just cancel the suspicion for some folks who don't want to call a thing a thing. A #coronavirus briefing without any member from the task force is not a briefing. It's going to be a campaign rally. We should treat it, and him, like Ye."
"Miami, FL",2020-07-06,402,142,"Once again today, 9 out of the 10 states with the most new Coronavirus cases are states Trump won in 2016 while 7 of the 10 states with the most new Coronavirus deaths are Trump 2016 states."
"North Carolina, USA",2020-07-02,252085,87472,"I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Second of all, the cases for COVID are only growing. STAY HOME !!!"
"Queens, NY",2020-07-20,52,9,"Oh no, not $40 billion nationwide!!

That's almost ... 2 months' worth of what we spend on roads and highways. Good thing they're not subject to budget cuts/restrictions, though. https://t.co/8b1NpYqvxY"
"San Diego, CA",2020-07-15,2,1,"New (""initial"") F-1 students are being basically deferred by default with this. No entry, no remote start.

cc @gsiskind @SimalBinici @BoniniBea @FusacchiA
@DavideLuparello etc... https://t.co/v7Ghtqqp43"
"Pennsylvania, USA",2020-07-30,4792,1876,"advocates posing as journalists have ruined the profession. 

-Editors have failed to hold advocates to account. 
-Young reporters don’t feel like they need to call the people they write about. 
-Reposting/repackaging others’ stories is routine. 
-anonymous quotes overused https://t.co/UJvZASX2Sg"
"Arkansas, Michigan, USA",2020-07-27,820,306,"If the Right played ball by the same rules as the Left, the pandemic would already have been used as leverage to privatize education and break the Democrat teachers unions. There would be pro-school-choice marches and petitions everywhere. Legislation would be on the table."
"Raleigh, NC",2020-07-04,14919,5322,"Sigh. Mexico just closed its border to America. Because of COVID. I guess Trump kept that campaign promise, just in reverse.

So, we cant go to Canada, Mexico, or Europe. The global quarantine will get worse every day. We are progressively all getting stuck here."
"Virginia, USA",2020-07-08,1,0,The government tried to bury evidence of a national outbreak—until Egyptians forced it to confess. https://t.co/72ZQcoZEP8
"Texas, USA",2020-07-07,13341,2539,"You can’t say conservatives don’t take coronavirus seriously when y’all ignored it for 3 weeks while you applauded the country being looted and destroyed in the name of “justice.” Get off your moral high horses, you’re full of crap."
"El Paso, TX",2020-07-19,0,0,https://t.co/op3nAlyKJ2 https://t.co/ud1qYWOSEe
"Dallas, TX",2020-07-19,192,93,"READ: 4 in 5 Texans are living in a coronavirus ""red zone""

Looks like not only has tRumpism been a complete failure in responding to the #COVID19 pandemic, but Republicanism in general has been a complete failure in responding to the #COVID19 pandemic! https://t.co/YsUa3dfzpD"
"Providence, RI",2020-07-14,3,3,"In @BostonGlobe story, @HarvardGH director and incoming @BrownUniversity @Brown_SPH dean @ashishkjha says that the COVID situation in U.S. and Europe is increasingly diversing, with Europe recovering from pandemic while the U.S. is struggling. https://t.co/hwrAm9oP7n"
"Brooklyn, NY",2020-07-25,14408,8915,"Insanity. Local television stations owned by Sinclair Broadcast Group are set to air a conspiracy theory over the weekend that suggests Dr. Anthony Fauci, the nation's top expert on infectious diseases, was responsible for the creation of the coronavirus. https://t.co/ZaNdiBtEoO"
"Montana, USA",2020-07-23,13,0,"@Goss30Goss @realDonaldTrump He is already thought of as the worst, even before covid, by political scientists .
https://t.co/kKiwsqB8d6"
"Virginia, USA",2020-07-16,2,0,"I am so dumb, I thought Kemp was the worst when I tweeted before, but he reminded me there is no bottom with these people. They always find a new way to be even worse than what I previously thought was the worst. https://t.co/twMD7D9ohH"
"Washington, USA",2020-07-25,1721,436,"#CRISBRASIL Nosso presidente Jair Bolsonaro fez novo teste que deu negativo para Covid. Fico muito feliz por ele, que se soma aos quase 1,6 milhão de recuperados. Vamos em frente, Presidente, ajudando quem precisa e combatendo os que querem destruí-lo.
#BolsonaroOrgulhoDoBrasil"
"Tennessee, USA",2020-07-09,53,41,"TRUMP TULSA RALLY CAUSED SURGE
Health Department Director confirms case spike correlation with indoor event.
@CDCgov #maga @who 
@fema #indoor #contaigon 
https://t.co/4ejkJF6Hcf"
"South Carolina, USA",2020-07-15,26,14,But ah don’t waunt teu vaolait mah freedumz!!! https://t.co/d91s5exXc2
"Florida, USA",2020-07-17,492,77,"@DWUhlfelderLaw Pretty soon, Floridians will be able to get a good workout at home just by moving bodies of COVID-19 victims out of the way. https://t.co/lcQOTC94dV"
"Los Angeles, CA",2020-07-31,187,19,"MLB could not, I don't think, practically do a 60-game season + postseason in a bubble. Too many people, different facility needs, etc. But if it wants to salvage anything, it should lock down now, work out a bubble plan and come back in September and just do a tournament."
"King of Prussia, PA",2020-07-17,7315,3853,"Remember when the media mocked Trump for discussing ultraviolet light in response to COVID?

It seems that there are results in Italy that back him up now. https://t.co/pDGpchv1i7"
"san diego, california",2020-07-25,219,72,This is why media consolidation is dangerous—a powerful few control the narrative with misinformation and conspiracies. https://t.co/m5wHTyoLCs
"Long Beach, CA",2020-07-05,86059,17532,"COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance and protections away from millions. It's heartless and cruel and must be stopped."
"Puerto Rico, USA",2020-07-20,35784,8818,51 years ago today we landed on the moon. Now we can't produce enough swabs and lab equipment to test people quickly and reliably for the coronavirus so we can safely reopen our schools.
"Minneapolis, MN",2020-07-25,2813,2337,"White House officials “substantially edited” at least one of the newly issued CDC documents on school reopenings, officials familiar with the documents tell The Washington Post. https://t.co/LoRkcc3bM7"
"Washington, DC",2020-07-08,476,81,These folks are used by now to sharing expertise w/ journalists; less so to talking about themselves. I wanted to find out what they’re going through. Many told me they’re honored to be able to help. But many are also close to burning out. 2/ https://t.co/BGmsfuldMO
"Columbia, MO",2020-07-16,2507,1002,"The Trump administration is trying to ""solve"" the pandemic by suppressing information. It's both unbelievable and totally predictable. https://t.co/a9rhN2xWjI"
"Portland, OR",2020-07-23,56,22,"With new documentary, Ai Weiwei on COVID-19, art, activism - Los Angeles Times https://t.co/hVXTzR6qLG"
"Plant City, FL",2020-07-16,1816,884,"🚨This is an outrage that must get more attention: @realdonaldtrump is now stopping the CDC from providing the public with data re: how many Americans are being hospitalized due to #COVID19, in an effort to downplay the crisis. As a doctor, this is horrifying &amp; will cost lives. https://t.co/GWr8wjG9zl"
"Mount Laurel, New Jersey",2020-07-14,33,26,"📌“Do you want to end up losing your life savings so that the old person you don’t know can live?”📌

1) The Stock Market is NOT the economy.

2) Those who drive it ARE reprehensible. 

3) White privilege KILLS.

#TuesdayThoughts 
https://t.co/kN13zKcGAv"
"West Pensacola, FL",2020-07-01,0,0,"We also have enough data to show, with a high degree of confidence,  that no one,  not wearing a mask has died in public.  most are dying in care homes. https://t.co/uP4tmHP55e"
"Lake Raymond, USA",2020-07-12,0,0,"My good friend, David Senter, an ag lobbyist in D.C. &amp; a founding father of Farm Aid, has a very sick daughter stricken by Covid. Prayers for David &amp; Joan Senter &amp; daughter. David once spoke at a farm meeting of 1100 farmers at Greenville College. https://t.co/rC2ciCPHaO"
"Austin, TX",2020-07-24,7559,4068,“The country reported more cases in the last two weeks than it did for all of June” https://t.co/41bMonhdEX
"Baltimore, MD",2020-07-25,1,1,"As America tops 4 million COVID cases, the cult of Donald Trump has become a death cult https://t.co/fc9Rw4grJ2"
"Wisconsin, USA",2020-07-22,3,1,"Coronavirus spread so quickly through a convent in Michigan that it claimed the lives of 12 nuns in one month, beginning on Good Friday. https://t.co/OKIPRHTmXv"
"North Carolina, USA",2020-07-06,33877,6470,"Yes, karen, hospital staff and patients should not have to risk their lives to fix your finger. https://t.co/9PGx2beMBX"
"Chicago, IL",2020-07-15,2,1,............................................ https://t.co/PXV5jrWSdd
"California, USA",2020-07-07,11701,8721,Trump’s slush fund: Dallas megachurch that hosted Pence approved for millions in coronavirus aid | TheHill https://t.co/maEk1ggIos
"Brooklyn, NY",2020-07-06,0,0,Who knew that Brexit would have consequences? https://t.co/aF3LbERE8U
"Hermosa Beach, CA",2020-07-06,0,0,Believe this https://t.co/CwV9EX2DeI
"UPT, DC",2020-07-25,0,3,I hate corona.
"La Villa, Tx",2020-07-08,1013,630,@ all the retards out and about acting like COVID-19 is nothing &amp; not wearing masks. https://t.co/C92cjGwqlL
"Boise, ID",2020-07-22,1,0,"Our quest to offer the quickest, most efficient way for families to #checkin children using a touchless process is complete! 

See the our new video and learn how a touchless solution can minimize wait times, promote social distancing, &amp; improve germ management to reduce #COVID19 https://t.co/NMgFryQtVt"
"Buffalo, NY",2020-07-13,293,54,"I will have more on this tomorrow, but our Covid-19 hospitalizations in Erie County are increasing. The lowest it had been recently was on July 1 at 31 patients. For yesterday, July 11, there were 42 Covid-19 in Erie County hospitals. We are still low but I hate to see it go up. https://t.co/yiQD6Xgypc"
"Bedford, TX",2020-07-15,8673,2365,"MONTGOMERY, Ala. (AP) -- Republican Gov. Kay Ivey mandates face masks as state exceeds 1,100 coronavirus deaths, more than 56,000 confirmed cases."
"Pine Bluff, AR",2020-07-22,60398,16399,"if you bossed up thru this pandemic, applaud yourself."
"California, USA",2020-07-02,708,297,The Postal Service is made up of real heroes. It's no time to let it die. https://t.co/StjbPS9voE
"Los Angeles, CA",2020-07-12,401,117,"BLM is anti-White, anti-Christian, Anti-Semitic, and Anti-American

And BLM is not a black owned business https://t.co/c2tHePxxMn"
"Queens, NY",2020-07-17,2,0,"@joshtpm In my administration the CDC will be brought back to it’s former world class status and we’re going to do it with all the Trump money. When that runs out we’ll use Moscow Mitch McConnells. When that runs out, that blond chick from GA is paying."
"Nashville, TN",2020-07-20,24,9,"A sad milestone! In recent weeks, I started tracking how many times I had to pick up my pen when counting the number of Tennessee counties w/ unacceptable rates of #COVID19 transmission. Today, 73 counties (77%) connect! https://t.co/nyINjiWywJ"
"California, USA",2020-07-13,12083,1494,Finally Discharged !!!!! Toyin 1 : COVID 0. Glory to God.
"Maine, USA",2020-07-29,12,7,Washoe County public health officials are still recommending schools do not reopen in the fall based on current COVID-19 numbers.
"Silicon Valley, CA",2020-07-20,1,1,"Kerim Akgonul says that RPA saves time and money, but it does not eliminate old technology. 
@pega @dvellante @theCUBE #PegaWorld #theCUBE #Pega #Pegasystems #EnterpriseTech #covid19 https://t.co/Dswus83ojV"
"Los Angeles, CA",2020-07-07,20628,4858,"Sometimes I have to pause and take it in: 

The US can’t get this pandemic under control and Republicans are campaigning on protecting Confederate statues."
"Oklahoma, USA",2020-07-11,0,0,"@zaharako With heat like that, covid should be a thing of the past there, right?"
"Chicopee, MA",2020-07-13,4157,712,"Our leader who makes shit up on a daily basis and retweets Chuck Woolery as if he is a medical authority says the CDC is lying and trashes  Dr. Fauci. Earth to our leader, ""Please return to the planet now."""
"Brooklyn, NY",2020-07-14,7,5,"The pandemic has created a rare, temporary opening for self-managed abortion. The fight now is to keep it, @melissagira writes. https://t.co/L3H9bYVSwl"
"Georgia, USA",2020-07-25,4198,1510,“We long ago became a narcissistic nation whose citizens believe they can become competent in almost any subject by watching enough television and spending enough time on the internet.” https://t.co/MQGr2oeEnq
"Houston, Tx",2020-07-15,0,0,lmao it’s crazy how our own government want us gone. https://t.co/tGGibXhH7q
"Urbandale, IA",2020-07-16,80586,24666,Hospitals! Trump is now telling you NOT to report #coronavirus data to the CDC. Tell him to GO TO HELL! Doesn’t he understand people are dying?? Report! Report! Report!
"Clearview, Wa",2020-07-01,5,2,"The Daily Game Status page on our website has been updated with COVID-19 related cancellations for July 1st &amp; July 2nd. Per coaches meeting, we will update this page daily as we navigate through the phased approach to opening the State of Washington

Link: https://t.co/LKhwju0WEW"
"Richmond, VA",2020-07-30,0,0,"🌸🎧BMP 30 | 21-30/30 Cruisin’ Thursdays💜👑 #billionairemindset 
#blacklivesmatter #covid19 #domesticviolence 
#RISEUpMovement ✝️💜 #JESUSMovement #LOVEMovement #calltoLOVE #HARVESTtime #HOLYSPIRITpower #EAGLEmentality… https://t.co/iG1cM6Hh3S"
"Hoboken, NJ",2020-07-09,117,71,"Gov. Cuomo sent 6,300 COVID-19 patients to nursing homes during pandemic https://t.co/2yFs4xQiKJ https://t.co/XLERwqqtSy"
"Bellingham, WA",2020-07-22,210935,40050,"If a hospital worker can wear a mask nonstop during a 10-hour shift.

If women can wear masks during labor.

You can wear a mask while running an errand."
"New Orleans, LA",2020-07-29,0,2,The Louisiana Department of Health (LDH) reports 92 new #COVID19 cases and 0 new deaths in Jefferson Parish. https://t.co/T3InCFkG2q
"League City, TX",2020-07-11,228298,59605,Is it anxiety or is it covid?? Is it allergies or is it covid??? Is it the weather changes or is it covid??? Is it my apt being dry or is it covid??? Is it bc I haven't eaten or is it covid???? Is it anxiety of not knowing or is it covid??? I hate this
"San Diego, CA",2020-07-16,1,0,What in the freakin United States of Idiot HeheheheheheheheheheheheheheheheheheheCANADIANPLSMARRYMEheeheIDONTWANNABEHERE https://t.co/BmkeuXeobS
"Atlanta, GA",2020-07-24,0,0,"A powerful force at the polls, fighting social injustice, climate change, systemic racism, sexism and on and on! ✊

Read more here: https://t.co/LZwMjrxl76

#genz #whenweallvote #registertovote #Yayfinding https://t.co/UZBN4a5M00"
"Luther, OK",2020-07-17,1,1,Oklahoma Covid-19: Friday Numbers https://t.co/eqxPdLgWBo
