location,date,likes,retweets,text
"Florida, USA",2020-07-20,11102,3409,"We are facing two simultaneous and unprecedented threats to public health.

One is #COVID19.

The other is the President of the United States...

THREAD 👇"
"North Carolina, USA",2020-07-15,4286,3122,Masks offer much more protection against coronavirus than many think https://t.co/J7zGPJMvDt
"Seattle, WA",2020-07-25,1301,676,"NEW: The recent coronavirus surge makes the U.S. a big outlier among large, high-income countries. Even Sweden, where cases surged after the government chose to forgo a strict lockdown, has seen cases drop. 
https://t.co/zkv6GPKCN4 https://t.co/J7rILiAVdk"
"Queens, NY",2020-07-25,25,19,"NEW CORONAVIRUS APPROACH?

Even after embracing mask use &amp; canceling the Jacksonville convention, TRUMP is still scheduled to attend a pair of in-person fundraisers in Florida on 8/31 &amp; 9/1.

And donors who give $50k are being promised photos with @POTUS. https://t.co/x2otgx9uns"
"Lubbock, TX",2020-07-03,2,1,"@DrBerk Thank you, Dr. Berk!
As a mother of a TTU Pulmonary and Critical Care fellow I appreciate you telling the story “from the other side” of the pandemic."
"Dallas, TX",2020-07-12,822,302,"Here are the facts...

➡️ Yesterday, the percent of Arizona's COVID-19 cases that are hospitalized fell AGAIN to 4.79%.

● On June 11, this number was at 11.00%.

➡️ Yesterday, the total mortality rate in Arizona rose slightly to 1.79%.

● On June 1, this number was at 4.43%. https://t.co/7l4CghA7ee"
"Youngstown, OH",2020-07-31,0,0,"Boardman daycare closes temporarily after 3 test positive for COVID-19

(Via WKBN 27 First News) https://t.co/Cob8RFcT0U"
"Connecticut, USA",2020-07-22,561,73,"No, you schmuck. I’m sticking up for a company that created hundreds of thousands of jobs while the economy was stalled, provided desired products when people needed them most, &amp; paid crazy amount in taxes due to wealth created by economic growth. https://t.co/ooS9ZY2G3m"
"Oakland, CA",2020-07-06,362871,92655,"Hi, ER Doc here.

If you think wearing a piece of cloth makes it “hard to breathe”, then trust me you do NOT want COVID-19."
"Springfield, IL",2020-07-08,1,0,LIVE coverage tomorrow morning at 11:00 AM of Governor Pritzker testifying before the U.S. House Committee on Homeland Security (Examining the National Response to the Worsening Coronavirus Pandemic) #Illinois #COVID19
"Chicago, IL",2020-07-16,128002,38763,The fact that the CDC is being completely dismissed during a pandemic is terrifying.
"Youngstown, OH",2020-07-21,4867,1874,"“7-11 requires you to wear a shirt!!” #WearAMask 💥💥💥

 https://t.co/k904XH1cPM"
"Los Angeles, CA",2020-07-11,6,0,https://t.co/3EdsciRNjp https://t.co/BUJXbamdL6
"Sunnyvale, CA",2020-07-10,5,0,@markdeloura It's also monumentally stupid from a pandemic standpoint. Intentionally and pointlessly creating a mass exodus of people from the world's COVID hotspot (the US) to other nations around the planet is simply as dumb as it gets.
"Virginia, USA",2020-07-02,4104,3029,"Some young people in Alabama are throwing Covid-19 parties, a disturbing competition where people who have coronavirus attend and the first person to get infected receives a payout, local officials say. https://t.co/PZGRbMlKsJ"
"Seattle, WA",2020-07-13,105075,20854,The White House orchestrating a hit job on one of the country’s most respected public health officials in the middle of a pandemic isn’t just dangerous and repugnant - it’s one of the politically stupider moves they’ve made in a long time.
"Arlington, TX",2020-07-09,0,0,@soledadobrien And most Home Depots don't have hundreds of spreaders congregating without masks or social distancing.
"Marysville, CA",2020-07-06,119,53,"Trump is ""focused like a laser on downplaying the pandemic,"" @AaronBlake writes. He made a list of the president's recent remarks 👇🏼https://t.co/sv3Rh4YUXP"
"Kettering, OH",2020-07-14,0,2,A Teacher Who Contracted COVID-19 Cautions Against In-Person Schooling https://t.co/kRxoSMRP3n https://t.co/4eSaasHlxZ
"THE SUNBELT, USA",2020-07-13,243126,32897,I struggle to understand what is so broken in your life that can only be fixed by going to Disney World during a pandemic.
"Salinas, California",2020-07-23,2,2,"COVID-19 UPDATE:
Monterey County- 166 new cases, 114 recoveries
Santa Cruz County- 18 new cases, 3 recoveries
San Benito County- 8 new cases, 12 recoveries
Read more: https://t.co/8Sgj5xPEUz"
"phoenix, az",2020-07-13,5627,3271,"Sure would be a shame for Ted Cruz and American Airlines of #BanTed trended all day.

It might make headlines across the country. They wouldn't like that one bit. https://t.co/ATfbEoez2i"
"Los Angeles, CA",2020-07-06,1644,1654,"Florida added 11, 458 new cases of COVID-19 Saturday, according to the Florida Department of Health. 
The state now has a total of 190,052 cases of COVID-19. Florida also added 119 deaths to increase to 3,803 total: https://t.co/in5kDnsX28 https://t.co/YTu54t9sIP"
"Denver, CO",2020-07-18,17979,3737,"+3.68 million cases of Covid. +141,000 deaths. We are not safe now in Trump and Pence America.
I’ll take my chances with Biden. https://t.co/w0fdvvEg1w"
"Brooklyn, NY",2020-07-08,17831,10978,"The current occupant of the White House wants to continue talking race.  Instead, here is today's reminder that DONALD TRUMP IS LETTING THE RUSSIANS KILL AMERICAN SOLDIERS AND LETTING CORONAVIRUS KILL AMERICANS.  HE DOES NOT WANT YOU TO TALK ABOUT THIS.   Please, do not RT!!!!!"
"Spokane, WA",2020-07-19,0,0,"@Mike_Pence When will you fight to protect those already born? You deny health care, safe housing, access to nutritional food, freedom from being shot and don't care how many die from the trump pandemic. You are truly the pro-death party."
"Albuquerque, NM",2020-07-02,430,49,WEAR A MASK https://t.co/PQIlzxVbWH
"New Jersey, USA",2020-07-04,2701,1714,"Florida reported 11,458 new coronavirus cases on Independence Day, shattering its record for daily reported cases in the state since the pandemic began. https://t.co/cixkxAx37L"
"Uptown, DC",2020-07-12,25,46,JUST IN: Three more Ocean City bars close after employees test positive for COVID-19 https://t.co/pIrnzJuT8t https://t.co/f6Xezthsb7
"Warren, Ohio",2020-07-03,1,0,@CLERodB I’d been fine getting COVID and dying if they win!
"Utah, USA",2020-07-25,13,9,#COVID19 is driving four indigenous peoples in #Colombia's Amazon region closer to extinction. Award-winning photo journalist @federicorios is trying to prevent this and needs your help. https://t.co/HeXXxB19tK https://t.co/z4BiiY4SvB
"The Hammocks, FL",2020-07-29,375,201,"Another rural hospital in Georgia is closing, the eighth since 2011. 

And what are Sen. @KLoeffler and Rep. @CollinsforGA doing? Trying to take away health care from even more Georgians in the middle of a pandemic. https://t.co/HbcvhtkRkj"
"Santa Paula, CA",2020-07-14,177422,43271,"This guy just told me he bought a new bike, got a couple tats, and saved 4,000 in the last 3/4 months, OFF OF UNEMPLOYMENT!!! I’m crying!!!!! 🤧 I haven’t stopped working since the pandemic &amp; im being exposed daily! Essential workers deserve MORE!!! 😤😤😡😡😡😡"
"Florida, USA",2020-07-17,18261,4385,"According to Chris Wallace, the CDC now says if everyone wears masks for 4-6 weeks we can get the virus under control... most of America literally stayed home and didnt interact for LONGER and that didnt work... so they can fuck right off."
"Iowa, USA",2020-07-26,140910,49975,"A 9 year old died from #Covid_19 yesterday in Florida. A 5 year old died from Covid-19 in Dallas today. A major component in the low death rate we saw in children had to do with our policy to limit children exposure, by closing schools."
"Atlanta, GA",2020-07-26,10,0,"This is an actual student, on-campus job listing from @GeorgiaTech 😬 RAs and on-campus workers are already exploited by Tech, but this is next level. Your compensation is 1k/semester + getting to live in a COVID-19 hot spot FOR FREE! https://t.co/d2tvLEZCnP"
"Manhattan, NY",2020-07-25,5294,2559,"The Supreme Court in a 5-4 decision denied an appeal by a Nevada church to ease the state’s 50-person cap on worship to operate at 50% of capacity like casinos amid the coronavirus pandemic

Chief Justice John Roberts joined the court’s four liberal members to form the majority"
"Springfield, IL",2020-07-14,77492,65646,screens are now being placed over the inmates windows to keep them from holding up signs https://t.co/g22oOGAV0T https://t.co/RSnb7VSFUy
"Chicago, IL",2020-07-23,1,0,@thecultureofme Still triggered they're not social distancing
"Philadelphia, PA",2020-07-09,0,0,You go on Snapchat and you’d think there isn’t a pandemic going on at all lol
"Woburn, MA",2020-07-18,1,0,"@NettlesThestra @polo_man404 And prepping for the COVID-19 lockdown the wrong way. Correction: the wrong way 1,000 times!

I'll be e-mailing you this Sunday, sis! Take no prisoners! 😀"
"Indianapolis, IN",2020-07-28,419814,158015,"imagine your child is working as an essential worker during a pandemic at two jobs and is finally sleeping in her bed. the police bust down her door and shoot her 8 times, killing her, and they haven’t gotten charged."
"Harrisville, RI",2020-07-26,629,386,"Rebekah Jones, fmr. Florida Scientist, alleges she was fired for refusing to publish misleading coronavirus data: ""Florida's actually taken quite a few steps to make the numbers look better."" https://t.co/MycIM3P0M2"
"Berkeley, CA",2020-07-17,10,1,Don't miss this enterprising and insightful @ucbsoj COVID-19 story of how SF's Chinatown averted catastrophe. Congrats @alysonstamos and @meiying_5! https://t.co/7cxDfFJ6ZG
