location,date,likes,retweets,text
"Charlotte, NC",2021-07-11,29,7,"@mtgreenee Currently, 99.7% of Covid related deaths are from those who haven’t been vaccinated. 

#DarwinAwards"
", USA",2021-07-19,1961,361,Dr. Nicole Saphier: COVID-19 and America – the state of emergency is over and it's time to declare it | Fox News https://t.co/snCz3c7sP0
"New York, NY",2021-07-14,4411,1975,"📍“I AM AFRAID FOR MY STATE”—On July 12, Dr. Michelle Fiscus, the top vaccine official in Tennessee, was fired. She was scapegoated to appease Republicans angry about efforts to vaccinate kids. After losing her job, Fiscus wrote a blistering statement. 🧵
https://t.co/RkvVP6m23d https://t.co/YqFIPLWObJ"
"Sunny California, USA",2021-07-30,977,328,“Having half the population vaccinated and half unvaccinated and unprotected — that is the exact experiment I would design if I were a devil and trying to design a vaccine-busting virus.” https://t.co/M4x2jF3obn
"Cincinnati, OH",2021-07-14,0,0,https://t.co/YZGrrebkvq
"Reno, NV",2021-07-30,12215,1570,"At the start of the pandemic, we lost 55% of our revenue overnight. Our employees were so invested they volunteered to take temporary pay cuts to prevent any layoffs.

We weathered the storm, paid everyone back and are now giving out raises
https://t.co/PjQenvxOPA"
"La Habra, CA",2021-07-31,11352,7853,"Vaccinated people made up three-quarters of those infected in a massive Massachusetts covid-19 outbreak, pivotal CDC study finds https://t.co/nQbAIctsos"
"Memphis, TN",2021-07-27,0,0,Mississippi Department of Corrections is suspending all visitation in state prisons due to COVID-19 surge  https://t.co/F1hD1KSUVZ
"Seattle, WA",2021-07-13,2592,928,"Reminder that the GOP wants you and your children to die horribly from easily preventable diseases for no discernable reason other than it's become a fucking death cult, and not vaccinating the young will, somehow, own the libs:

https://t.co/2UjHkFRyln"
"Tampa, FL",2021-07-12,1,0,https://t.co/QKG65ahQtJ https://t.co/37X8SCrFSN
"Orange County, California",2021-07-30,13,4,Vaccinated Americans are concerned &amp; losing patience. Thanks to @IssamAhmed for reaching out to discuss this latest chapter of the pandemic &amp; how such sentiment might motivate the public &amp; private sectors in setting policies &amp; norms. @ucrspp @UCRiverside https://t.co/o96coWhwnZ
"Nebraska, USA",2021-07-13,5,1,"@P8R1OT_2 We like to fly and are threatened with up to $35,000 fine, imprisonment and being put on No Fly list if we refuse to wear a mask even if vaccinated.  This is an EO written by Biden.  In effect through September 2021 or longer."
"Mansfield, OH",2021-07-23,374,114,"“The largest healthcare union in the United States held a rally, protesting one of the biggest hospital group's policies of COVID vaccination or termination.”
 https://t.co/jm9si2otQV"
"Monrovia, CA",2021-07-26,0,0,Thank you @SeanPenn https://t.co/2dAcFXnKnU
"Canton, MA",2021-07-28,19,8,This morning I joined the picket line in support of Boston @VNACare workers with my union brothers and sisters from @MassNurses. These health care professionals have put their lives on the line throughout the pandemic and have earned a fair contract. https://t.co/KcPVsNwIwn
"Boston, MA",2021-07-11,1,0,"Now I'm wondering if having lived through a pandemic makes #TheStand less readable?

Either that... or the MASSIVE PLOT HOLES AND PAGES OF POINTLESS MEANDERING?! 
Once again, not anti-SK or anti-meandering (I'm a huge fan of @JonahDispatch's bizarre-yet-oddly satisfying podcasts)"
"Tacoma, WA",2021-07-03,84,46,Moscow residents now need to prove they've had a Covid vaccine to enter bars and restaurants https://t.co/J55u9EbtTI
"Des Moines, IA",2021-07-30,55,10,Pleased to see Lolla's 1st-day numbers - keep it up for a great weekend! Thank you to all Chicagoans and Chicago visitors who are vaccinated! #ProtectChicago https://t.co/VC7wJXnREu
"San Francisco, CA",2021-07-26,81,35,"“You’re taking a huge risk, and you will very likely catch COVID if you go to Las Vegas.""
 https://t.co/3Np0hQmcfn"
"Greenville, NC",2021-07-09,0,0,"According to AAA, the national gas price average has increased 40 percent since the start of the year, from $2.25 on January 1 to $3.14 as of Thursday morning. It’s largely due to loosening pandemic restrictions and more Americans traveling.
https://t.co/uY08nSOL7N"
"Florida, USA",2021-07-27,4425,418,"Well, we've once again surpassed India's number of new Covid cases. Surprised? Welp, there's anything America loves even more than needless death, it's being number one! Take that, #India!"
"Los Angeles, CA",2021-07-17,23,1,Today was my first time at a venue at full capacity and 99.99% of people not wearing masks. 🥴🥴 pre pandemic feels like a nightmare
"Chicago, IL",2021-07-14,0,0,Did something happen during the pandemic to make @SouthwestAir be incredibly inept at leaving on time or? Horrible experience this week!
"NJ, USA",2021-07-10,2698,1417,"@CCmm1954 A hospital janitor who's paid so little he can't afford rent worked extra hard in the pandemic and won employee of the month. He was awarded a $6 coupon to the hospital cafeteria.

The hospital CEO got a 13% raise and now makes $30 million
https://t.co/6mWfSMUkoQ"
"Chicago, IL",2021-07-29,4035,747,"The CDC’s latest mask ruling that people who have been vaccinated have to wear masks indoors is 100% politics, not science. https://t.co/9DEjjQUs7g"
"Seattle, WA",2021-07-14,2,0,"""As Seattle has become wealthier and whiter, poorer residents and communities of color have been pushed south, where many social and economic opportunities do not follow..."" https://t.co/wLnvhACkro"
"Lynnwood, WA",2021-07-27,23,7,"I can’t tell you how excited I am to need to wear a mask indoors again, to protect people who aren’t vaccinated, because a bunch of folks who were otherwise eligible refused to get a vaccine. I really have no words."
"Gainesville, FL",2021-07-18,1553,301,"@davidfrum @gtconway3d Republicans claim to be the “pro-life” party.
But that’s a lie.
They trivialize death if those deaths advance their own political agenda.
We saw it when they were willing to sacrifice lives to “be liberated” at the start of Covid.
And we’re seeing it with the Anti-vax push now."
"Nashua, NH",2021-07-22,807,171,Masking kids is child abuse. https://t.co/ZH7NKyz6uY
"Rising Sun, MD",2021-07-29,4918,1302,We all said this would happen.  COVID restrictions ease up; everybody who has been isolated and wearing dirty pieces of cloth on their faces for 18 months stops; and their immune system has suffered. And there's a flu spike (not unexpected). And everybody screams COVID variant.
"Naperville, IL",2021-07-06,1,0,#SO #CT #hospitals: to require #COVID #vax for #employees. #MedTwitter #Nursing ⁦@GovPritzker⁩ ⁦@chicagosmayor⁩  https://t.co/serei9QfwH
"Texas, USA",2021-07-10,21187,5278,Her restaurant literally received COVID relief funds. https://t.co/Izn8bJP6sZ
"Palo Alto, CA",2021-07-15,0,0,"@here4news420 @MichaelHawaii @MoversandShakas this is Settler Colonialism, announced by Movers &amp; Shakas virally that a small handful want to ""import the most talented"" while ignoring Kānaka and Kama'āina protecting the most vulnerable among us inevitably priced out. #kankatwitter 
https://t.co/J3F3s5ZUCS"
"Hilliard, Ohio",2021-07-16,9,13,"Ohio Cases 1,116,322 + 980 since yesterday. 26 deaths reported. All Ohio restrictions are now lifted.

Data as of 2 PM 7/16/2021 https://t.co/nHvIOWouW2

Ohio has shot 49% and fully vaccinated 46% of its population. VT is first at 75% and 67%. The national average is 56% and 48%."
"Ohio, USA",2021-07-20,6714,2008,"LAUGHING AT PEOPLE  DYING FROM COVID?  SHE IS A SOCIOPATH!!!  We all know @mtgreenee is vaccinated and yet encouraging others not to be.  However, to laugh at them dying because her lie was called out?  SHE IS MENTALLY UNFIT!!! https://t.co/0Q8Oz4sdjX"
"Salt Lake City, UT",2021-07-27,991,159,NEW: The CDC is backtracking and now recommends vaccinated people wear masks indoors due to the surge of the #DeltaVariant
"Poughkeepsie, NY",2021-07-06,710,307,"Figures released last week show the covid mortality in Florida is one of the lowest of all the biggest states of America and among the 10th lowest in the US.
Professor [Martin] Kulldorff said: “Florida proved that lockdowns did more damage than good."" 
https://t.co/sFKjW5rlEn"
"Pennsylvania, USA",2021-07-31,1,0,"@newsmax How many do you think saved up money from all the covid cash to pay the back rent? How long are landlords supposed to ride this out? They didn't get a moratorium on their mortgages or taxes. Just another left wing ""let someone else pay for it"" plan."
"Terrytown, LA",2021-07-30,7335,1474,CDC Still Baffled People Are Paying Attention To Them https://t.co/XecfIAsey7
"Maryland, USA",2021-07-26,41628,6102,Covid has ruined a lot of people’s social battery 🤣
"Queens, NY",2021-07-25,99,30,niggas selling prepackaged eighths of corona https://t.co/rOW1m1QSSh
"Rome, GA",2021-07-27,3,2,This is how a global pandemic starts https://t.co/VdwtJG9fmk
"Utley, TX",2021-07-21,4043,962,"If you’re vaccinated and still wear a mask when you go out, hit like or retweet. We just want to see how much common sense is still out there."
"San Diego, CA",2021-07-18,1423,492,"Florida is facing two major crises right now: 

The fastest rising COVID cases in the country - 45,000 just this week. And Red Tide that's creating a disaster in Tampa Bay.

But @GovRonDeSantis isn't leading. He's out of state, running for President. Florida deserves better."
"Connecticut, USA",2021-07-05,1,0,"“Donald Trump’s Choice”

Mike Pence was #compliant. Nothing more could be said of him that was the least bit positive.

Unfortunately, he was “in charge” of the disastrous White House Coronavirus Task Force resulting in hundreds of thousands of preventable deaths.

#vss #vss365 https://t.co/ZgZltqeyv0"
"Windsor, PA",2021-07-20,8900,2024,"Did republicans: 

1. just now realize their voters are going to die in massive numbers? 

2. get warnings from lawyers about possible lawsuits over spreading Covid deza?

3. get calls from rich donors when the stock market tanked telling them to encourage vaccinations?"
"Park City, UT",2021-07-22,2490,288,"Inside this week’s cover story on @colbertlateshow: 
 
How @StephenAtHome Survived the Pandemic, Trump and the Loss of Laughter https://t.co/Z3S01LvKJ4 https://t.co/u9eyYQyYzY"
"West Babylon, NY",2021-07-24,0,0,@VP @POTUS Guaranteed it had nothing to do with either of you. It's called pandemic is over and ppl need to work. But Biden made them all lazy... so now they don't want to work. Good Job Losers.
"Rochester, MN",2021-07-22,3763,803,"Here is Ted Cruz last year GUARANTEEING that one week after the election, Democrats would say covid is magically over.

Well, it’s been a year and covid is not magically over and we are STILL fighting Republican misinformation which is KILLING Americans. https://t.co/LRsbKXwaS9"
"Utah, USA",2021-07-13,2363,399,"COUNTERMESSAGING

Start referring to the Covid lockdowns as ""The Biggest Lie."""
"St Louis, MO",2021-07-20,15,4,"Important reporting, but these leaders are wrong - these private schools not requiring vaccinations, and the legislature preventing public schools from having them, are what is “inexcusable” at this stage. https://t.co/f6iwqsE3e4 https://t.co/XUfAudvAcq"
"New York, USA",2021-07-10,0,0,"(#Ayardaw tsp, #Sagaing Region)
(10/7/2021) 
*Anti-dictatorship protest*

WE NEED HELP FOR COVID-19
#July10Coup
#WhatsHappeningInMyanmar https://t.co/GfPuH3uRDN"
"Austin, TX",2021-07-20,63,13,"BREAKING: Staffers in White House, Pelosi's office test positive for coronavirus."
"Arizona, USA",2021-07-30,21337,2998,"I've hated wearing a mask every day of the damn pandemic, especially now that I'm fully vaxxed.

I'm not a scientist, but I'm pretty sure I'd enjoy dying a whole lot less, so I'll just keep masking up."
"Colorado, USA",2021-07-31,247037,45943,***99.93% of fully vaccinated Americans have not tested positive*** https://t.co/lBULGGYfgp
"Omaha, NE",2021-07-27,2,0,@TrekkerRon Love that episode personally I don't care about the covid restrictions kind of figured it anyway my rewatch tonight is Star Trek original series season 3 episode 10 Plato  stepchildren
"Manhattan, NY",2021-07-31,0,0,Using Laboratory Robots to Speed up COVID-19 Testing https://t.co/wuOyMpj2nN https://t.co/kri5rf8HOc
"Bedford, IN",2021-07-20,2934,1472,"Vaccine “passports” being put in place by the European Union + Australia as well as some U.S. states and businesses are one of the more alarming instruments advancing the “heart and soul of Technocracy and Scientific Dictatorship.”

https://t.co/JqlvzD73uD"
"Illinois, USA",2021-07-28,307,99,"“Gov. Gretchen Whitmer wants to use $100 million in federal COVID-19 relief to create 2,000 new affordable rental homes, part of a broader plan that could help 6,000 Michiganders in need and start to address the state's affordable housing problems.”#MI  https://t.co/OBpvFruz4w"
"North Little Rock, AR",2021-07-18,2372,1106,"Gov. DeSantis' campaign is selling 'Don't Fauci my Florida' beer koozies.

""The governor of Florida is selling this while his state is currently experiencing nearly four times the national average of new coronavirus cases,"" Rachel Maddow says. https://t.co/lM2Qr0oSyo"
"Springfield, IL",2021-07-29,26,7,"Following the latest CDC guidance, Disneyland and Walt Disney World will require guests to wear masks while indoors, regardless of vaccination status.  https://t.co/AiOoQ1kJk5"
"West Palm Beach, FL",2021-07-28,0,0,@emdrums Requiring children to wear a mask for 8-10 hours is child abuse and you morons advocating for this are reprehensible.
"Minnesota, USA",2021-07-15,129,23,"Governor Tim Walz let down the most vulnerable Minnesotans during the pandemic.

Instead of taking responsibility, he attempted to place blame on youth hockey.

We deserve better."
"New York, New York",2021-07-17,1,0,"@gailDrich @kylegriffin1 Were you watching? I wasn't, but I'm told Burnett expressed concern over Delta and children. I remember her smugly selling schools as magical covid free gardens the last 16 months, so I'm a bit surprised. I will have to watch the clip later to see."
"Ohio, USA",2021-07-11,7546,2732,"Hydroxychloroquine was approved for medical use in the U.S. in 1955.

Ivermectin has been around since 1975.

Both drugs have successfully been used to treat Covid-19.

I took it, it worked, and it was safe.

The FDA still won’t approve it for Covid treatment.

Why?$?$"
"Ohio, USA",2021-07-11,4,1,"Doctors are afraid to challenge CDC &amp; state truth around Covid:
1)Vaccines reduce hospitalization and deaths, but do not fully prevent transmission 
2) Masking is more effective as a preventative measure when everyone collectively wears them indoors, not just the unvaccinated"
"Orlando, FL",2021-07-22,21,5,"“If anyone is calling for any sort of help, guidance, or leadership, you’re not getting that in Florida.” https://t.co/NUP0zyLkul"
"Bay Area, CA",2021-07-30,134,76,‘Best a human can be’: indigenous Amazonian Karapiru dies of Covid https://t.co/mDlHxgv682
"Cambridge, MA",2021-07-13,0,0,"#rent #landlord #landlords #apartmentliving #ReviewYourLandlordSafestan #coronavirus #COVID19 #RentRelief #EvictionMoratorium #CDC
https://t.co/P39b9DXfjU"
"Spokane, WA",2021-07-17,9828,2797,"If you trust the Biden WH to decree what is ""misinformation,"" these claims have been deemed as such:

* COVID is transmitted human-to-human (Jan 2020)

* You should wear masks to protect against COVID (March 2020)

* It's possible COVID leaked from the Wuhan lab (all of 2020)."
"Indiana, USA",2021-07-15,1,0,@bblock29 The supporters I have meant are under-educated have learning disabilities or are disabled and stay home. Then there's my mothers generation the just vote republican blindly. They know not what they do.
"Wyoming, USA",2021-07-19,0,0,"https://t.co/qRk80JrTim
The GOP will start howling about this being a Biden problem, but if it is based in COVID cases, we have the Republicans who are lying about the vaccines or are unvaccinated to thank."
"Hollywood Hills, CA",2021-07-16,3041,793,Just so everyone knows how Covid ruins lives.. I got fired yesterday. My son goes to school year round at a wonderful autism center. He was supposedly exposed to Covid on Tuesday. I have to quarantine my son for 10 days.
"Boston, MA",2021-07-28,7230,3675,"Real talk! Coming frm a RN in the icu, Covid is on &amp; popping. Those vaccinated &amp; not are being infected. The vaccine has helped lessen the harsh effects, but does not make you immune. Those in icu on life support have NOT been vaccinated.

take that info &amp; do as you please w/ it."
"Washington, USA",2021-07-09,698,186,It's still beyond me how some of you let the Establishment con you into believing a pandemic that caused millions to lose their healthcare was the wrong time to fight for Med4All
"California, USA",2021-07-07,0,0,@JensonButton @fosgoodwood Still in lockdown over here.
"Pendleton, OR",2021-07-27,0,0,"@DeeLpz26 @SerendipityOr @Oregonian Yes, the worse possible out come is death. As some one who has natural antibodies, works out on a regular basis, eats good and takes my vitamins I would say my chances of dying from COVID are far less."
"Robinson Township, PA",2021-07-16,0,0,"Springfield has become a cautionary tale for how the more transmissible delta variant, now estimated to account for half of all new cases nationwide, can ravage poorly vaccinated communities and return them to the darkest days of the pandemic.

https://t.co/GNBHBiT1jv"
"Ohio, USA",2021-07-01,11,5,"Colorado covid hospitalizations have been declining since the beginning of May despite multiple covid variants. So have deaths of people who had covid.
Maybe the variants really aren’t the death sentence the Media turned them into? https://t.co/eX7dwuhqQL"
"New Jersey, USA",2021-07-21,1339,177,"In other words, I could walk into CVS right now and get vaccine. Then I could walk to a clinic and test for covid. 

How are those two systems able to speak to one another?

I had a recent covid test (negative) to travel and was not asked to indicate whether I was vaxxed or not."
"California, USA",2021-07-24,4072,2309,"Leaked hospital deets on vaxxed patients! Anyone want to guess why “99% of all hospitalized patients with #COVID19 are unvaccinated!” ?

Because it’s policy NOT to test vaccinated people when they come in. https://t.co/Hcnf7OSFgP"
"Chicago, IL",2021-07-31,1,0,If only there'd been some way to prevent this... https://t.co/UzH1QRG0mr
"Alabama, USA",2021-07-28,61,37,"LATEST: CDC predicts U.S. COVID-19 cases, hospital admissions and daily deaths will increase over the next four weeks. https://t.co/uZVeBOBEdV"
"Oak Grove, MO",2021-07-29,1,0,Malarkey! https://t.co/cW4AlFgjHb
"Butte County, CA",2021-07-31,39,3,"I think I am starting to understand, lockdown WAS the worst thing that has happened to some people. They've lived a life very different from mine (probably without all the trauma) so being told to stay home WAS their trauma."
"Pennsylvania, USA",2021-07-22,2,1,"Covid - pushed to scare to get money, power and control.

Vax pushed for money, testing compliance, and experimentation on human population.

Not enough = bring back in form of variant and threaten with lockdowns, masks, passports etc

Rinse and repeat until all comply 

Commies"
"Arkansas, USA",2021-07-25,11,6,@judytgolf I identify as an illegal immigrant. I can go wherever I want in Am. You can’t test me. That would be discrimination AND I don’t have to wear a mask. Now I just need the government to pay me for everything. All set.
"Coral Gables, FL",2021-07-08,33,21,"Epidemiologists: *work hard on coronavirus vaccines for the better part of two DECADES until CoV-2 pandemic finally gets them proper funding*

Vaccine skeptics: BUT HOW DID THEY MAKE THE VACCINE SO FAST, HMMMM???"
"Massachusetts, USA",2021-07-15,3641,660,"The surgeon general, who says he has lost ten family members to Covid-19, cites a poll that found 2/3 of people who haven’t been vaccinated yet haven’t done so because of misinformation about the vaccine."
"Indianapolis, IN",2021-07-29,482628,76493,Shit got a release date https://t.co/XkBW9Unq5i
"Milwaukee, WI",2021-07-21,33301,3396,"Sorry I had to take a covid pass again this year, @Giannis_An34 you did the #BillRussellMVP award justice. 50 pst 14 boards! What a great way to close it out. I only wish I could hand it to you. #Congrats @NBA #BucksInSix #NBAFinals2021 @Bucks @BleacherReport @espn #FearTheDeer https://t.co/m7q6TpHQrg"
"San Francisco, CA",2021-07-28,1114,250,"COVID cases are rising again because y’all don’t wanna get vaccinated, I hate every single one of you"
"Yonkers, NY",2021-07-28,36478,5973,imagine dying because u were in a crowd listening to dababy talk ab dick sucking in parking lots https://t.co/tBqAVRasmI
"DeSoto, Mo",2021-07-23,11,5,"Hey Don Jr , you damn daddy never told a single truth in office , is that REALLY where you wanna plant your sagging flag??

Newsweek: Donald Trump Jr. Blasts Joe Biden for Spreading Vaccine 'Misinformation'.
https://t.co/ydreQphsgy"
"Washington, DC",2021-07-02,1,0,Tax refund delay: IRS backlog of returns grows to 35 million https://t.co/ZuaJfxiJvg   #BankingAndFinanceNews #COVID19 #Online #Banking #Bank #Business #Services #Finance #Home #Money #Loan #Lease #Lending #Markets Please Retweet
"Burlington, VT",2021-07-02,11053,3056,"I’d like to talk about this recall election and @GavinNewsom. No Governor of California has ever faced the magnitude of multiple crisis that Newsom has faced. From Covid to apocalyptic fires he has led the nations largest state with dignity, empathy and competence. He has been https://t.co/bKFIATFhtx"
"Detroit, MI",2021-07-07,552,329,"BREAKING—
CDC is investigating death of 13 y.o. in Michigan after second Pfizer shot.

This is in the wake of 300+ healthy children getting debilitating myocarditis after vaccination.

The median age of COVID death is 78.

And Democrats think forced vaccination is a good idea."
"Hampton, VA",2021-07-12,21114,6711,"Twitter is running with a news banner that people in #Cuba are boycotting over “a shortage of the Covid-19 vaccine”.

The audacity and filth of that lie is staggering. 

Big Pharma and its collusion with Big Tech and Big Government is the greatest evil to freedom everywhere."
"Florida, USA",2021-07-20,109406,17015,Bitches wearing air forces with silk dresses is the real pandemic .
"Canton, OH",2021-07-16,3,0,It fucking sucks. That is what it is. https://t.co/AmuldQZYzq
"Ann Arbor, MI",2021-07-04,0,1,"How many? 
@dibass12 @BBCNews @y_alibhai @LBC @Geraint_Day  @doctorshaib @davidschneider @amateuradam @fourhourtarget @carolecadwalla https://t.co/2rSPw734fu"
"Atlanta, GA",2021-07-04,26,11,"Catch up with the #MECFS and related news from the last week with our News in Brief post.

Covering:
News, articles and advocacy
Surveys
Biomedical research
Other research news
&amp; Covid-19, #LongCovid and ME

https://t.co/BKycx7YhlJ"
"Indianapolis, IN",2021-07-28,0,0,@wdn29 @arielhelwani Because UFC definitely controls Covid 😂😂
"Los Angeles, CA",2021-07-26,0,0,@lavenderbruja @sfchronicle https://t.co/Q9lk2AcLJl
"Chicago, IL",2021-07-07,6,1,"It's a marvelous blip: For one day over the holiday weekend, Illinois reported NO coronavirus-related deaths. 

https://t.co/4Fo42SJubD"
"Los Angeles , CA",2021-07-31,76,2,"This is a great reason to force 2 year olds in pre school to wear masks. To remind them to think about the virus and distance accordingly. 

They either work as intended or they don’t. Which is it? https://t.co/CsaJdK3pcI"
"Chicago, IL",2021-07-24,622302,75278,Hard to believe this didn't help https://t.co/DmS08esfAF
"Ft Sill, OK",2021-07-12,21114,6711,"Twitter is running with a news banner that people in #Cuba are boycotting over “a shortage of the Covid-19 vaccine”.

The audacity and filth of that lie is staggering. 

Big Pharma and its collusion with Big Tech and Big Government is the greatest evil to freedom everywhere."
"Virginia, USA",2021-07-16,0,0,@ac73rose @vsiever1 @TravisAllen02 https://t.co/Bc7hs6Il4p
"San Antonio, TX",2021-07-13,77,8,"I believe in hope.

I believe in BELIEVE!

@TedLasso was a huge source of comfort, catharsis, and kindness to us in the COVID era.

It was an honor and a blast to take part in this podcast with my good friend and the consummate podcast host @ETSshow.  Can’t wait for the show! https://t.co/wzAY9L58IR"
"San Francisco, CA",2021-07-03,1332,698,"At the start of the pandemic, kids made up 2% of new COVID infections. Now, they make up 24%. What happened? https://t.co/AH8dsTIUh0 via @Yahoo"
"Boston, MA",2021-07-07,72,6,One of the parts of Covid that makes me sad is all the restaurant closures. The small little hole in the wall restaurants that make their respective cuisines perfectly are so few and far between these days 😭
"Port Barre, LA",2021-07-24,11,5,"People understand this but sadly, they choose to ignore it. Can't argue or debate your way out of the facts. If one truly wants to remain outside this year, vaccination is the safest and most effective way to do so. https://t.co/JnIKjvqTBn"
"Yorktown, VA",2021-07-29,323,62,"Just did a TV interview on the new CDC guidance. 

The presenter said: ""We in the vaccinated community are getting really fed up with the unvaccinated community. They're stopping us from getting on with our lives.""

I pushed back pretty hard on this view. Why?

1/2"
"Georgia, USA",2021-07-28,184535,29546,Half of you questioning Simone Biles’ “toughness” can’t even wear a mask for five minutes in Starbucks. Have a seat.
"Philadelphia, PA",2021-07-12,1901,287,"PHILLIES: “We assembled a team of COVID deniers, future alt-right podcasters, and at least one admitted domestic abuser.”

ME: “Wow, is it really worth doing all that just to win games?”

PHILLIES: “……win games?”"
"Newark, DE, USA",2021-07-17,6,2,#DRC core faculty Jennifer Horney. https://t.co/SZNjOqqhZK @UDelaware @UDCHS @delawareonline @holveck_brandon #COVID19 #vaccine https://t.co/sMFrpFym9N
"Chicago, IL",2021-07-15,1085,421,"Analysis: Under Trump, Republicans touted the coronavirus vaccines. Now, under Biden, they’re questioning them. https://t.co/DkKvTJTDFC"
"Sacramento, CA",2021-07-07,1,0,@nicholaSyaJ @MarkHigbee @KaitMarieox Bro you just gotta hold that L because that mf covid shot ain’t do shit but make People sick 😂😂 and a condom will bust and be ineffective and a mask is really ineffective only people that are really scared of the media blown up virus are saying they’re effective
"New Jersey, USA",2021-07-20,1,1,@RobinCogan @CDCDirector @cdc Done ✅
"Charlotte, NC",2021-07-18,74,16,Something tells me that this isn’t going to be a once in a lifetime pandemic
"Cleveland, OH",2021-07-02,0,0,"Watch how many ICU beds will be filled after the 4th. This time, it's the younger ppl who don't wear masks or get their shots who will die Delta is much more dangerous and transmissible than the original Covid virus https://t.co/jFhrlmkUhH"
"San Francisco, CA",2021-07-02,0,0,"Lo importante en estos momentos es ser ágiles pero lógicos, no sirve de nada tratar de actuar rápidamente si sólo tomamos acciones que nos serán útiles nada más que para el momento. Implementa CityTroops Covid-19 B2B

👉 https://t.co/2iUEcWZaUd

#gestionderiesgos #covid19 https://t.co/iTZiFhUdKl"
"Boardman, OH",2021-07-30,21708,5064,"The state of Texas has the most Covid cases (15,230), the most hospitalizations (5,662), and the most incompetent governor (@GregAbbott_TX)."
"Sorrento, FL",2021-07-12,325453,43039,"and just like that..that’s a wrap ❤️after auditioning for this film when i was 18 just about to turn 19 , to now finishing filming through a pandemic when i turned 21 ..we have finally made it...💖i feel so grateful to have experienced this film in all of its glory.. https://t.co/UtbyX5tS6a"
"Lawrenceville, NJ",2021-07-30,11937,3668,"So bottom line?

Yeah, delta variant is bad. Like really bad

Our vaccines are good. Like really good

Breakthrough infections happen

Sometimes they may spread to others

But if enough people get the shot

The pandemic does come to an end

Fin"
"Oklahoma, USA",2021-07-18,520453,68129,"if this photo isn’t included in the COVID section of future history books, we’re doing it wrong https://t.co/4H2cWbdtOr"
"Boston, TX",2021-07-09,6278,1332,Les antivax ils conseillent de « boycotter » les lieux où on exige le pass sanitaire 😭 Mais frérot t’as pas besoin de boycotter tu peux pas rentrer déjà https://t.co/qQgbgd7yPG
"Denton County, TX",2021-07-30,29,17,"Texans, rental assistance is here.

We’re still bearing the brunt of a deadly pandemic and recovering from an unprecedented winter storm.

If you’re seeing help, check your status at Texas Rent Relief today!https://t.co/Rw8p9HrEAd"
"Reston, VA",2021-07-12,2,1,"Blended learning has transformed higher education during the COVID-19 pandemic, and institutions should continue to leverage its benefits https://t.co/O8Sn5TQFwO #highered #hybridlearning #onlinelearning #edchat https://t.co/fWGb00c0HR"
"Manning, SC",2021-07-19,7575,1891,"According to the U.S. Department of Transportation:

""Refusing to wear a mask is a violation of federal law; passengers may be subject to penalties under federal law.""

Prosecute every Texas Democrat."
"California, USA",2021-07-26,110,7,"Leftists basically tell you that being poorer is good for society. Because youre ""saving"" the environment, ""preventing"" the spread of covid, ""uplifting"" BIPOCs and queers.

Theyre literally in favor of everything the capitalist elites are in favor of. It all boils down the same."
"Boise, Idaho",2021-07-01,71,21,"We cannot believe we are still pressing this warning with vaccines so readily available, but we are: the Delta variant is the worst COVID strain yet. Hospitals are seeing a serious uptick in cases. Get vaccinated NOW if you haven’t already. https://t.co/M48jCTxwVl"
"Santa Monica, Ca",2021-07-29,15,7,"Barajas, a 19-year-old Corona native, was hospitalized after the movie theater shooting. His friend and fellow Corona native, 18-year-old Rylee Goodrich, was killed. https://t.co/duzwWzAgSb"
"Austin, TX",2021-07-31,0,0,@POTUS That's just not true &amp; you know it &amp; again you are spreading misinformation especially when it comes to the emerging data https://t.co/LKgYckaExy https://t.co/dlewDTvAkG
"San Diego, CA",2021-07-28,14,5,"“I was already so behind on all the bills, and I was just trying to catch up. All my savings are gone. I can’t even tell you how much debt I’m in,"" the Long Beach restaurant owner said https://t.co/TbdHhljZtX"
"Boston, NY",2021-07-12,0,0,"#SACWantsCovidUncontrollable 
#WhatsHappeningInMyanmar 
#July12Coup https://t.co/i0pHQyjRWR"
"Truth or Consequences, NM",2021-07-14,6595,2439,France rejects lockdown tyranny https://t.co/hnKPavsVVQ
"Paradise, WA",2021-07-22,736,469,"To decrease the spread of COVID-19, including the Delta variant, the United States is extending restrictions on non-essential travel at our land and ferry crossings with Canada and Mexico through August 21, while ensuring the continued flow of essential trade and travel."
"Mississippi, USA",2021-07-25,58,15,Doc is telling it like it is. Thank you @TCBPubHealth for your candor and continued leadership during these unprecedented times. https://t.co/nX102RYXRW
"Washington, DC",2021-07-29,0,0,"¿Qué es el virus del beso y por qué podría alargar el Covid-19?

         https://t.co/QpCJeiuS4W"
"Washington, DC",2021-07-23,60,17,"2 things about the Olympics. Instead of a contest of the fittest, it will be a survival of the fittest. Whoever doesn't get Covid, wins. And the Olympic Torch instead of lighting the Olympic flame, will torch wide swaths of Covid infections across the world. Money rules again."
"Dallas, Texas",2021-07-20,0,0,Restaurant workers have emerged from the pandemic recession to find themselves in a position once unimaginable: They now have options.https://t.co/J8etuw1i3j
"Arizona, USA",2021-07-27,3007,425,😂😂😂 https://t.co/uwcMn4EFrP
